index,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score
4348,Ahmed Hassan,Documentary|Drama|History|News,Khalid Abdalla,The Square ,Aida Elkashef,8.1
4349,Lizzie Brocheré,Drama,Karl E. Landler,One to Another ,Pierre Perrier,5.8
4350,Judy Greer,Drama|Fantasy|Horror,Chloë Grace Moretz,Carrie ,Portia Doubleday,5.9
4351,Remo,Drama|Musical,Lauren Gottlieb,ABCD (Any Body Can Dance) ,Prabhudheva,6.4
4352,Lin Shaye,Horror,Johnny Depp,A Nightmare on Elm Street ,Amanda Wyss,7.5
4353,Philippe Petit,Biography|Crime|Documentary|History|Thriller,Paul McGill,Man on Wire ,Jean-Louis Blondeau,7.8
4354,Peter Feeney,Drama,Siobhan Marshall,Abandoned ,Rachel Nash,6.3
4355,Adam Ratcliffe,Drama,Logan Browning,Brotherly Love ,Faizon Love,7.2
4356,Ashley Bell,Drama|Horror|Thriller,Caleb Landry Jones,The Last Exorcism ,Patrick Fabian,5.6
4357,Ophelia Lovibond,Biography|Drama|Music,Kristin Scott Thomas,Nowhere Boy ,Anne-Marie Duff,7.2
4358,Karl Malden,Drama,Marlon Brando,A Streetcar Named Desire ,Kim Hunter,8
4359,Slim Pickens,Comedy,George C. Scott,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Keenan Wynn,8.5
4360,Ana Claudia Talancón,Drama|Romance,Damián Alcázar,El crimen del padre Amaro ,Pedro Armendáriz Jr.,6.8
4361,Gina Montana,Drama|Fantasy,Quvenzhané Wallis,Beasts of the Southern Wild ,Dwight Henry,7.3
4362,Paul Williams,Action|Sci-Fi,Roddy McDowall,Battle for the Planet of the Apes ,Claude Akins,5.5
4363,David Patrick Kelly,Drama|Music,Aidan Quinn,Songcatcher ,Jane Adams,7.3
4364,Bill Irwin,Drama,Donna Murphy,Higher Ground ,Michael Chernus,6.3
4365,T.R. Silambarasan,Comedy|Romance,Hansika Motwani,Vaalu ,Brahmanandam,5.1
4366,J.J. Abrams,Comedy|Documentary,Quentin Tarantino,The Greatest Movie Ever Sold ,Donald Trump,6.6
4367,Gary Farmer,Comedy|Horror,Steve Buscemi,Ed and His Dead Mother ,Jon Gries,6.1
4368,Lhakpa Dorji,Adventure|Drama,Tshewang Dendup,Travelers and Magicians ,Sonam Kinga,7.5
4369,Bruce Dern,Western,Clint Eastwood,Hang 'Em High ,Alan Hale Jr.,7
4370,Jim Backus,Crime|Drama|Film-Noir,Humphrey Bogart,Deadline - U.S.A. ,Kim Hunter,7.2
4371,Tom Cavanagh,Horror|Thriller,George Newbern,Sublime ,Cas Anvar,5.3
4372,Luke Edwards,Comedy|Horror|Thriller,Kimberley Crossman,A Beginner's Guide to Snuff ,Bree Williamson,8.7
4373,Keenan Tracey,Action|Sci-Fi,Tom Everett Scott,Independence Daysaster ,Nicholas Carella,3.4
4374,Essence Atkins,Comedy|Drama,Christian Keyes,Dysfunctional Friends ,Tatyana Ali,5.4
4375,Ludger Pistor,Crime|Drama,Moritz Bleibtreu,Run Lola Run ,Armin Rohde,7.8
4376,Will Estes,Drama|Horror,James Duval,May ,Nora Zehetner,6.7
4377,CJ Adams,Adventure|Family,Natasha Henstridge,Against the Wild ,Erin Pitt,4.7
4378,Chris Cleveland,Horror,Matthew Alan,Living Dark: The Story of Ted the Caver ,Circus-Szalewski,6.3
4379,Eugenio Derbez,Adventure|Drama,America Ferrera,Under the Same Moon ,Kate del Castillo,7.4
4380,Gordon Jump,Action|Sci-Fi,Roddy McDowall,Conquest of the Planet of the Apes ,John Randolph,6.1
4381,Sissy Spacek,Crime|Drama,Tom Wilkinson,In the Bedroom ,Karen Allen,7.5
4382,Chad Lindberg,Horror|Thriller,Sarah Butler,I Spit on Your Grave ,Daniel Franzese,6.3
4383,Illeana Douglas,Comedy|Crime|Romance,Ally Walker,"Happy, Texas ",Jeremy Northam,6.3
4384,Natalie Press,Drama|Romance,Paddy Considine,My Summer of Love ,Dean Andrews,6.8
4385,Nimrat Kaur,Drama|Romance,Nawazuddin Siddiqui,The Lunchbox ,Lillete Dubey,7.8
4386,Joan Allen,Drama|Romance,Shirley Henderson,Yes ,Stephanie Leonidas,6.9
4387,Ann Miller,Comedy|Drama|Romance,Jean Arthur,You Can't Take It with You ,Lionel Barrymore,8
4388,Donna Reed,Drama|Romance|War,Montgomery Clift,From Here to Eternity ,Deborah Kerr,7.8
4389,Ben Johnson,Western,Harry Carey Jr.,She Wore a Yellow Ribbon ,Victor McLaglen,7.4
4390,Michael Welch,Drama|Music,Shawnee Smith,Grace Unplugged ,Anthony Reynolds,6.1
4391,Clifton Powell,Comedy|Drama,Eddie Griffin,Foolish ,Marla Gibbs,4.3
4392,Lamman Rucker,Crime|Drama|Thriller,Essence Atkins,N-Secure ,Tempestt Bledsoe,3.5
4393,Adel Karam,Comedy|Drama|Romance,Yasmine Al Massri,Caramel ,Nadine Labaki,7.2
4394,Pixie Davies,Horror|Thriller,Stephen Rea,Out of the Dark ,Alejandro Furth,4.7
4395,Lior Ashkenazi,Comedy|Drama|Romance,Ohad Knoller,The Bubble ,Yousef 'Joe' Sweid,7.3
4396,Teri Garr,Drama|Mystery|Thriller,Harrison Ford,The Conversation ,Cindy Williams,7.9
4397,Revathy,Romance,Annabelle Wallis,Dil Jo Bhi Kahey... ,Bhoomika Chawla,5.1
4398,Jean-Paul Belmondo,Crime|Drama|Romance,Catherine Deneuve,Mississippi Mermaid ,Michel Bouquet,7.2
4399,Marisa Coughlan,Drama|Mystery,Judy Greer,I Love Your Work ,Nicky Katt,5.4
4400,Gage Golightly,Horror,Dustin Ingram,Cabin Fever ,Samuel Davis,3.7
4401,Kevin Zegers,Action|Horror|Thriller,Ty Burrell,Dawn of the Dead ,Mekhi Phifer,7.4
4402,Cheryl Hines,Comedy|Drama|Romance,Lew Temple,Waitress ,Eddie Jemison,7.1
4403,Donald Gibb,Action|Biography|Drama|Sport,Bolo Yeung,Bloodsport ,Ken Siu,6.8
4404,Jean Arthur,Comedy|Drama,Claude Rains,Mr. Smith Goes to Washington ,Thomas Mitchell,8.2
4405,Leo Fitzpatrick,Drama,Rosario Dawson,Kids ,Justin Pierce,7
4406,Elizabeth Meriwether,Comedy|Drama,William Baldwin,The Squid and the Whale ,Owen Kline,7.4
4407,Jennifer Westfeldt,Comedy|Drama|Romance,Scott Cohen,Kissing Jessica Stein ,Brian Stepanek,6.7
4408,Ni Yan,Comedy|Drama,Honglei Sun,"A Woman, a Gun and a Noodle Shop ",Dahong Ni,5.7
4409,T.J. Storm,Action,Matthew Ziff,Kickboxer: Vengeance ,Sam Medina,9.1
4410,Rhonda Fleming,Film-Noir|Mystery|Romance|Thriller,Norman Lloyd,Spellbound ,Leo G. Carroll,7.6
4411,Mia Kirshner,Drama|Mystery|Romance,Bruce Greenwood,Exotica ,Sarah Polley,7.2
4412,Vincent Gallo,Comedy|Crime|Drama|Romance,Anjelica Huston,Buffalo '66 ,Jan-Michael Vincent,7.5
4413,Barbara Hershey,Fantasy|Horror|Mystery|Thriller,Lin Shaye,Insidious ,Philip Friedman,6.8
4414,Tracey Walter,Comedy|Crime|Sci-Fi|Thriller,Del Zamora,Repo Man ,Miguel Sandoval,6.9
4415,Gastón Pauls,Crime|Drama|Thriller,Ricardo Darín,Nine Queens ,Leticia Brédice,7.9
4416,Yuval Diskin,Documentary|War,Ami Ayalon,The Gatekeepers ,Yaakov Peri,7.6
4417,Susanna Thompson,Drama,Beau Bridges,The Ballad of Jack and Rose ,Ryan McDonald,6.7
4418,Alia Shawkat,Comedy|Romance,Donald Glover,The To Do List ,Scott Porter,5.8
4419,Salvator Xuereb,Crime|Drama|Thriller,Eric Stoltz,Killing Zoe ,Jean-Hugues Anglade,6.5
4420,Theresa Russell,Drama,Ryan Gosling,The Believer ,Summer Phoenix,7.2
4421,Connor Paolo,Drama|Romance,Michael Angarano,Snow Angels ,Tom Noonan,6.9
4422,Lisa Brave,Action|Horror|Thriller,Ward G. Smith,Unsullied ,Malone Thomas,5.5
4423,Brendan Sexton III,Horror|Mystery,Paul Guilfoyle,Session 9 ,Larry Fessenden,6.5
4424,Jeff Garlin,Comedy|Romance,Jessy Schram,I Want Someone to Eat Cheese With ,Joey Slotnick,6.2
4425,Nia Long,Drama|Family,Dorian Missick,Mooz-Lum ,Evan Ross,6.7
4426,Kane Hodder,Comedy|Horror,Joel David Moore,Hatchet ,Joel Murray,5.7
4427,Stanley Blystone,Comedy|Drama|Family,Paulette Goddard,Modern Times ,Fred Malatesta,8.6
4428,Aidan Quinn,Drama,Brian Dennehy,Stolen Summer ,Bonnie Hunt,6.5
4429,Dan Hicks,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,Timothy Patrick Quill,6.3
4430,Monica Calhoun,Comedy|Drama,Vivica A. Fox,The Salon ,Garrett Morris,4.3
4431,Jim O'Heir,Comedy,Jay Mohr,Road Hard ,David Alan Grier,6.1
4432,Jenny O'Hara,Drama|Music|Romance,Rip Torn,Forty Shades of Blue ,Darren E. Burrows,6
4433,John Arcilla,Drama|War,Brian Lee Franklin,Amigo ,Ronnie Lazaro,5.8
4434,Georgina Reilly,Fantasy|Horror,Stephen McHattie,Pontypool ,Boyd Banks,6.7
4435,Joey Lauren Adams,Drama,Jimmy Bennett,Trucker ,Matthew Lawrence,6.7
4436,Jaime Zevallos,Comedy|Drama|Romance,Angela Sarafyan,Me You and Five Bucks ,Michael Elian,7.6
4437,Dee Wallace,Drama|Fantasy|Horror|Thriller,Sid Haig,The Lords of Salem ,Michael Berryman,5.1
4438,Bruce Hopkins,Comedy|Horror|Mystery,Morgana O'Reilly,Housebound ,Cameron Rhodes,6.8
4439,Jon Hunter,Documentary,Lee Scott,Wal-Mart: The High Cost of Low Price ,Matt Hunter,6.8
4440,Sarah Lind,Drama|Fantasy|Romance,Nicole Muñoz,Fetching Cody ,Kyla Wise,6.8
4441,Michael Rapaport,Comedy|Drama,Chazz Palminteri,Once Upon a Time in Queens ,Paul Sorvino,6.3
4442,Joe Armstrong,Comedy|Drama,Monica Barladeanu,Closer to the Moon ,Martin Hancock,7.1
4443,Amber Marshall,Sci-Fi,Ashanti,Mutant World ,John DeSantis,2.8
4444,Jake Busey,Comedy|Drama|Family,Brighton Sharbino,Growing Up Smith ,Tim Guinee,8.2
4445,Johnny Messner,Action|Crime|Thriller,Katrina Law,Checkmate ,Michael Paré,3.1
4446,Robert Duvall,Action|Crime|Mystery|Thriller,Tom Cruise,Jack Reacher ,David Oyelowo,7
4447,Balthazar Getty,Drama|Horror|Mystery|Thriller,Timothy Hutton,#Horror ,Lydia Hearst,3.3
4448,Glen Powell,Action|Horror|Thriller,Rudy Youngblood,Wind Walkers ,Kiowa Gordon,3.6
4449,Billy Gilbert,Animation|Family|Fantasy|Musical,Adriana Caselotti,Snow White and the Seven Dwarfs ,Lucille La Verne,7.7
4450,Mercedes Morán,Drama,Mía Maestro,The Holy Girl ,María Alche,6.7
4451,Woody Strode,Western,Brigitte Bardot,Shalako ,Honor Blackman,5.5
4452,Gabriel Beristain,Adventure|Comedy|Horror,Zak Penn,Incident at Loch Ness ,John Bailey,6.6
4453,Christina Moore,Drama,Lea Thompson,The Dog Lover ,Cullen Douglas,4.8
4454,Adam DiMarco,Horror|Thriller,Camren Bicondova,Girl House ,Chasty Ballesteros,5.5
4455,Léa Drucker,Crime|Romance|Thriller,Mathieu Amalric,The Blue Room ,Laurent Poitrenaux,6.3
4456,Jonathan Mangum,Horror|Thriller,Jessica Szohr,House at the End of the Drive ,Angela Jones,6.9
4457,Cesar Romero,Adventure|Comedy|Family,Burgess Meredith,Batman: The Movie ,Burt Ward,6.5
4458,Jason Flemyng,Comedy|Crime,Jason Statham,"Lock, Stock and Two Smoking Barrels ",Dexter Fletcher,8.2
4459,Bruce McGill,Western,Barry Corbin,The Ballad of Gregorio Cortez ,Ned Beatty,7.1
4460,Michael Douglas,Action|Crime|Drama|Mystery,Karl Malden,The Streets of San Francisco             ,,7.3
4461,Paprika Steen,Drama,Ulrich Thomsen,The Celebration ,Trine Dyrholm,8.1
4462,Debi Mazar,Comedy|Drama,Steve Buscemi,Trees Lounge ,Carol Kane,7.2
4463,Kieu Chinh,Drama,Long Nguyen,Journey from the Fall ,Cat Ly,7.4
4464,Karen Allen,Drama,Eric Dane,The Basket ,Peter Coyote,6.5
4465,Thure Lindhardt,Comedy|Horror,Stephen McHattie,Eddie: The Sleepwalking Cannibal ,Georgina Reilly,5.7
4466,Miko Hughes,Action|Crime|Drama|Thriller,Bruce Willis,Mercury Rising ,Carrie Preston,6.1
4467,Tucker Smallwood,Drama|Sci-Fi,James Morrison,Space: Above and Beyond             ,Kristen Cloke,7.7
4468,Aziz Muradillayev,Action|Biography|Drama|History,Elina Abai Kyzy,Queen of the Mountains ,Mirlan Abdulayev,8.7
4469,Lenore Zann,Action|Sci-Fi,Maury Chaykin,Def-Con 4 ,Tim Choate,4.3
4470,Adam Goldberg,Comedy,Judy Greer,The Hebrew Hammer ,Tony Cox,6.2
4471,Uday Chopra,Comedy|Musical|Romance,Abhishek Bachchan,Neal 'N' Nikki ,Samantha McLeod,3.3
4472,Bryan Callen,Comedy,Noureen DeWulf,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,Matt Crabtree,2.7
4473,Chloe Bridges,Horror|Romance|Thriller,Bella Thorne,Forget Me Not ,Christopher Atkins,5.2
4474,Joan Fontaine,Drama|Film-Noir|Mystery|Thriller,Laurence Olivier,Rebecca ,George Sanders,8.2
4475,Adrienne King,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,Amy Steel,6.1
4476,Jane Wyman,Drama|Film-Noir,Ray Milland,The Lost Weekend ,Frank Faylen,8
4477,John Heard,Horror|Sci-Fi,Daniel Stern,C.H.U.D. ,Sam McMurray,5.5
4478,Jenni Rivera,Drama|Music,Noel Gugliemi,Filly Brown ,Jorge Diaz,5.7
4479,Omar Benson Miller,Animation,Vic Mignogna,The Lion of Judah ,Anupam Kher,3.7
4480,Jean Peters,Crime|Film-Noir|Thriller,Joseph Cotten,Niagara ,Will Wright,7.1
4481,Walter Pidgeon,Drama|Family,Roddy McDowall,How Green Was My Valley ,Barry Fitzgerald,7.8
4482,Riley Keough,Drama,Mary Lynn Rajskub,The Girlfriend Experience             ,Paul Sparks,7.3
4483,Elvis Nolasco,Comedy|Romance|Thriller,Rami Malek,Da Sweet Blood of Jesus ,Felicia Pearson,4.1
4484,Laura San Giacomo,Drama,Peter Gallagher,"Sex, Lies, and Videotape ",Steven Brill,7.2
4485,Monica Potter,Horror|Mystery|Thriller,Michael Emerson,Saw ,Shawnee Smith,7.7
4486,Daniel von Bargen,Comedy|Crime|Mystery,Geoffrey Arend,Super Troopers ,Jay Chandrasekhar,7.1
4487,Harry Lennix,Action|Romance|Thriller,Zuhair Haddad,The Algerian ,Ben Youcef,7.6
4488,Vera Wilson,Comedy|Drama,Ximena Ayala,The Amazing Catfish ,José Manuel Orozco Angulo,7
4489,Jon Hamm,Drama|Sci-Fi|Thriller,Keanu Reeves,The Day the Earth Stood Still ,Juan Riedinger,5.5
4490,Randeep Hooda,Comedy|Drama|Romance,Naseeruddin Shah,Monsoon Wedding ,Lillete Dubey,7.4
4491,Rory Culkin,Drama,Matthew Broderick,You Can Count on Me ,Gaby Hoffmann,7.7
4492,John Forsythe,Comedy|Mystery|Romance,Jerry Mathers,The Trouble with Harry ,Royal Dano,7.2
4493,Morgan Freeman,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin ,Dorian Missick,7.8
4494,Clea DuVall,Comedy|Drama,Natasha Lyonne,But I'm a Cheerleader ,Eddie Cibrian,6.6
4495,Drew Waters,Drama|Sport,Vivica A. Fox,Home Run ,Scott Elrod,6
4496,Steve Buscemi,Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs ,Chris Penn,8.4
4497,Nigel Bruce,Drama|Family|Fantasy,Spring Byington,The Blue Bird ,Gale Sondergaard,6.5
4498,Luigi Pistilli,Western,Clint Eastwood,"The Good, the Bad and the Ugly ",Enzo Petito,8.9
4499,Regina Casé,Comedy|Drama,Alex Huszar,The Second Mother ,Luis Miranda,7.9
4500,Marshall Allman,Comedy|Drama,Jason Marsden,Blue Like Jazz ,Eric Lange,6
4501,Coyote Shivers,Comedy|Music,Lemmy,Down and Out with the Dolls ,Zoë Poledouris,6.1
4502,,Documentary,,"Pink Ribbons, Inc. ",,7.4
4503,Sarah Silverman,Comedy|Documentary,Robin Williams,Certifiably Jonathan ,Jonathan Winters,6.2
4504,Johnny Amaro,Drama,Déborah Révy,Q ,Yassine Azzouz,5.6
4505,Antonio Arrué,Comedy|Drama,Nataniel Sánchez,The Knife of Don Juan ,Juan Carlos Montoya,7.2
4506,Scott Adsit,Adventure|Comedy|Drama,Marley Shelton,Grand Theft Parsons ,Jim Cody Williams,6.1
4507,Denise Boutte,Comedy,Rich Ceraulo,Extreme Movie ,Vanessa Lee Chester,3.8
4508,David Niven,Action|Adventure|Romance|War,Errol Flynn,The Charge of the Light Brigade ,Spring Byington,7.1
4509,Kristin Booth,Thriller,Michael Berryman,Below Zero ,Michael Eisner,4.5
4510,Victor Zinck Jr.,Action|Horror|Mystery|Thriller,Christie Burke,Crowsnest ,Chelsey Reist,3.8
4511,Jacob Vargas,Adventure|Comedy|Sport,Alanna Ubach,Airborne ,Brittney Powell,6.2
4512,Cleavon Little,Action|Comedy,Redd Foxx,Cotton Comes to Harlem ,Calvin Lockhart,6.6
4513,Sabrina Carmichael,Horror,William McNamara,The Wicked Within ,Patrick Muldoon,4.6
4514,Deirdre Lorenz,Horror,Seregon O'Dassey,Bleeding Hearts ,Dustin Diamond,4.2
4515,Dane Cook,Comedy,Ryan Reynolds,Waiting... ,Vanessa Lengies,6.8
4516,Gary Stretch,Crime|Drama|Thriller,Paddy Considine,Dead Man's Shoes ,George Newton,7.7
4517,John Jarratt,Drama|Horror|Thriller,Richard Cawthorne,Wolf Creek             ,Lucy Fry,7.1
4518,Clu Gulager,Action|Drama|Horror|Thriller,Terry Kiser,From a Whisper to a Scream ,Susan Tyrrell,5.9
4519,,Documentary|Drama,,Sex with Strangers ,,4.7
4520,CindyMarie Small,Comedy|Horror|Musical,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary ,Brent Neale,7
4521,Frank Rautenbach,Drama,Sean Cameron Michael,Faith Like Potatoes ,Jeanne Neilson,6.9
4522,Marilyn Norry,Sci-Fi|Thriller,Chris Gauthier,Beyond the Black Rainbow ,Eva Bourne,6.1
4523,Yayan Ruhian,Action|Crime|Thriller,Iko Uwais,The Raid: Redemption ,Donny Alamsyah,7.6
4524,Vernon Wells,Action|Horror|Sci-Fi,Johnny Pacar,The Dead Undead ,Matthew R. Anderson,3
4525,Anella Vastola,Horror,Piero Maggiò,The Vatican Exorcisms ,Joe Marino,2.6
4526,Claude Rains,Drama|Romance|War,Humphrey Bogart,Casablanca ,Conrad Veidt,8.6
4527,Rosie Traynor,Drama|Horror|Mystery|Thriller,Talia Zucker,Lake Mungo ,Martin Sharpe,6.1
4528,Shazahn Padamsee,Comedy|Drama,Ranbir Kapoor,Rocket Singh: Salesman of the Year ,Gauhar Khan,7.5
4529,Ron Rifkin,Drama|Sci-Fi,Bruce Dern,Silent Running ,Jesse Vint,6.7
4530,Burgess Meredith,Drama|Sport,Sylvester Stallone,Rocky ,Carl Weathers,8.1
4531,Brady Corbet,Drama,Christopher Abbott,The Sleepwalker ,Gitte Witt,4.9
4532,Hal Holbrook,Fantasy|Horror,Jamie Lee Curtis,The Fog ,Janet Leigh,6.8
4533,Susannah York,Adventure|Comedy|History,Albert Finney,Tom Jones ,Hugh Griffith,6.8
4534,Renee Olstead,Horror|Mystery|Thriller,Shelley Hennig,Unfriended ,Heather Sossaman,5.7
4535,Albert Brooks,Crime|Drama,Robert De Niro,Taxi Driver ,Peter Boyle,8.3
4536,Robert Picardo,Horror,Patrick Macnee,The Howling ,Dee Wallace,6.6
4537,Jack Lord,Action|Adventure|Thriller,Ursula Andress,Dr. No ,Lois Maxwell,7.3
4538,Ingrid Bolsø Berdal,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,Chernobyl Diaries ,Jonathan Sadowski,5
4539,Ashley Laurence,Fantasy|Horror,Andrew Robinson,Hellraiser ,Clare Higgins,7
4540,Robin Givens,Drama,Benjamin A. Onyango,God's Not Dead 2 ,Maria Canals-Barrera,3.4
4541,Gary Cole,Drama|Horror|Mystery|Thriller,Julian Morris,Cry_Wolf ,Lindy Booth,5.9
4542,Naomi Nishida,Action|Adventure|Drama|Sci-Fi|Thriller,Hiroshi Abe,Godzilla 2000 ,Sakae Kimura,6
4543,Mike Vogel,Drama|Romance,Ryan Gosling,Blue Valentine ,John Doman,7.4
4544,Felicity Huffman,Adventure|Comedy|Drama,Kevin Zegers,Transamerica ,Paul Borghese,7.4
4545,Claudiu Trandafir,Horror,Fernanda Andrade,The Devil Inside ,Brian Johnson,4.2
4546,Cynthia Myers,Comedy|Drama|Music,Charles Napier,Beyond the Valley of the Dolls ,Harrison Page,6.2
4547,Neville Brand,Drama|Romance|Western,James Drury,Love Me Tender ,Debra Paget,6.2
4548,Al Gore,Documentary,Billy West,An Inconvenient Truth ,,7.5
4549,Richard Jaeckel,Action|Drama|Romance|War,James Brown,Sands of Iwo Jima ,Forrest Tucker,7.2
4550,Keith Richards,Biography|Documentary|Music,Mick Jagger,Shine a Light ,Albert Maysles,7.2
4551,Richard Burgi,Adventure|Horror,Daryl Sabara,The Green Inferno ,Magda Apanowicz,5.4
4552,Alex Lawther,Drama|Family|Romance,Juliet Stevenson,Departure ,Niamh Cusack,7
4553,Adam Arkin,Biography|Comedy|Drama|Romance,W. Earl Brown,The Sessions ,Rhea Perlman,7.2
4554,Eric Schlosser,Documentary,Michael Pollan,"Food, Inc. ",Barbara Kowalcyk,7.9
4555,Robert Amaya,Drama,Rachel Hendrix,October Baby ,Jason Burkey,6.8
4556,Callie Thorne,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland ,Holland Taylor,6.7
4557,Jennifer Garner,Comedy|Drama|Romance,J.K. Simmons,Juno ,Rainn Wilson,7.5
4558,Boyd Holbrook,Comedy|Drama,Ty Burrell,The Skeleton Twins ,Kathleen Rose Perkins,6.8
4559,Julia Garner,Drama|Mystery|Thriller,Christopher Abbott,Martha Marcy May Marlene ,Brady Corbet,6.9
4560,Jenny Slate,Comedy|Drama,Gaby Hoffmann,Obvious Child ,Jake Lacy,6.8
4561,Michael O'Keefe,Crime|Drama,Charlie McDermott,Frozen River ,Misty Upham,7.2
4562,Lou Adler,Documentary|Music,Sheryl Crow,20 Feet from Stardom ,Merry Clayton,7.4
4563,Natasha Gregson Wagner,Comedy|Drama,Robert Downey Jr.,Two Girls and a Guy ,Angel David,5.6
4564,Anne Heche,Comedy|Drama|Romance,Kevin Corrigan,Walking and Talking ,Vincent Pastore,6.8
4565,Mark Addy,Comedy|Drama|Music,Tom Wilkinson,The Full Monty ,Lesley Sharp,7.2
4566,Phyllis Diller,Documentary,Ed Begley Jr.,Who Killed the Electric Car? ,Colette Divine,7.7
4567,Nia Long,Comedy|Drama|Romance|Sport,Justin Theroux,The Broken Hearts Club: A Romantic Comedy ,Mary McCormack,7
4568,Ossie Davis,Comedy|Fantasy|Mystery,Daniel Roebuck,Bubba Ho-Tep ,Ella Joyce,7.2
4569,Dylan Minnette,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,Ken Marino,6.4
4570,Saul Williams,Drama,Sonja Sohn,Slam ,Bonz Malone,7.2
4571,Frank Gerrish,Crime|Drama|Mystery,Wilford Brimley,Brigham City ,Rick Macy,7.2
4572,Manoj Bajpayee,Drama|Romance,Karisma Kapoor,Fiza ,Jaya Bhaduri,6.2
4573,Sid Caesar,Comedy,Madeline Kahn,History of the World: Part I ,Dom DeLuise,6.9
4574,Dian Bachar,Comedy|Sci-Fi,Trey Parker,Orgazmo ,Matt Stone,6.2
4575,Paul Schneider,Drama|Romance,Zooey Deschanel,All the Real Girls ,Shea Whigham,6.9
4576,Cathy Moriarty,Comedy|Drama,David Arquette,Dream with the Fishes ,Kathryn Erbe,7
4577,Agnes Bruckner,Drama,Frances Fisher,Blue Car ,A.J. Buckley,6.7
4578,Lupe Ontiveros,Comedy|Romance,Cheech Marin,Luminarias ,Robert Beltran,3.6
4579,Nat Wolff,Drama,James Franco,Palo Alto ,Olivia Crocicchia,6.3
4580,Scandar Copti,Crime|Drama,Shahir Kabaha,Ajami ,Ranin Karim,7.4
4581,Patrick Fugit,Comedy|Drama|Fantasy|Romance,Leslie Bibb,Wristcutters: A Love Story ,Chase Ellison,7.4
4582,Cara Seymour,Drama|Romance|Sci-Fi,Steven Yeun,I Origins ,Venida Evans,7.3
4583,Elden Henson,Comedy|Drama|Romance,Shiri Appleby,The Battle of Shaker Heights ,Kathleen Quinlan,6.1
4584,AJ Michalka,Drama|Fantasy|Thriller,Michael Imperioli,The Lovely Bones ,Tom McCarthy,6.7
4585,Herman Koto,Biography|Crime|Documentary|History,Anwar Congo,The Act of Killing ,Syamsul Arifin,8.2
4586,George W. Bush,Crime|Documentary|War,Alex Gibney,Taxi to the Dark Side ,Greg D'Agostino,7.7
4587,Marv Albert,Documentary|Sport,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Ahmet Ertegun,7.3
4588,Rufus Graham,Drama,Kumar Gaurav,Guiana 1838 ,Aasheekaa Bathija,7.4
4589,Fisher Stevens,Comedy|Drama,Mira Sorvino,Lisa Picard Is Famous ,Melissa Gilbert,5.7
4590,Tom Hamann,Adventure|Biography|Documentary|Drama,Josh Swanson,Antarctica: A Year on Ice ,Anthony Powell,7.6
4591,Brian Whitaker,Documentary,G.W. Krauss,A Lego Brickumentary ,Jason Bateman,6.8
4592,Randy Wayne,Action|Drama,Matthew Ziff,Hardflip ,Raquel Elizabeth Ames,5.6
4593,Anil Kapoor,Thriller,Emraan Hashmi,Chocolate: Deep Dark Secrets ,Sunil Shetty,4.8
4594,Greta Gerwig,Horror,Lena Dunham,The House of the Devil ,Dee Wallace,6.4
4595,Clayne Crawford,Comedy|Crime|Thriller,David Hyde Pierce,The Perfect Host ,Nathaniel Parker,6.8
4596,Michael Lerner,Comedy|Crime,Harvey Fierstein,Safe Men ,Josh Pais,6.1
